dateday,season,year,month,hour,holiday,weekday,workingday,weather_condition,temp,hum,casual,registered,count,temp_group,count_group
2012-01-10,Spring,1,Jan,22,0,Tue,1,Clear/Partly Cloudy,0.3,0.7,10,104,114,Dingin,
2012-01-10,Spring,1,Jan,23,0,Tue,1,Clear/Partly Cloudy,0.26,0.81,3,38,41,Dingin,Sangat Tinggi
2012-01-11,Spring,1,Jan,0,0,Wed,1,Clear/Partly Cloudy,0.26,0.81,2,26,28,Dingin,Tinggi
2012-01-11,Spring,1,Jan,1,0,Wed,1,Clear/Partly Cloudy,0.24,0.87,1,6,7,Dingin,Rendah
2012-01-11,Spring,1,Jan,2,0,Wed,1,Clear/Partly Cloudy,0.2,0.85,0,5,5,Dingin,Rendah
2012-01-11,Spring,1,Jan,3,0,Wed,1,Clear/Partly Cloudy,0.22,0.8,0,4,4,Dingin,Rendah
2012-01-11,Spring,1,Jan,4,0,Wed,1,Clear/Partly Cloudy,0.2,0.8,0,2,2,Dingin,Rendah
2012-01-11,Spring,1,Jan,5,0,Wed,1,Clear/Partly Cloudy,0.2,0.8,0,22,22,Dingin,Tinggi
2012-01-11,Spring,1,Jan,6,0,Wed,1,Clear/Partly Cloudy,0.2,0.86,2,72,74,Dingin,Sangat Tinggi
2012-01-11,Spring,1,Jan,7,0,Wed,1,Clear/Partly Cloudy,0.2,0.8,9,247,256,Dingin,
2012-01-11,Spring,1,Jan,8,0,Wed,1,Clear/Partly Cloudy,0.2,0.82,11,488,499,Dingin,
2012-01-11,Spring,1,Jan,9,0,Wed,1,Misty/Cloudy,0.2,0.86,7,218,225,Dingin,
2012-01-11,Spring,1,Jan,10,0,Wed,1,Misty/Cloudy,0.24,0.87,13,84,97,Dingin,Sangat Tinggi
2012-01-11,Spring,1,Jan,11,0,Wed,1,Misty/Cloudy,0.26,0.87,9,90,99,Dingin,Sangat Tinggi
2012-01-11,Spring,1,Jan,12,0,Wed,1,Light Snow/Rain,0.3,0.81,4,51,55,Dingin,Sangat Tinggi
2012-01-11,Spring,1,Jan,13,0,Wed,1,Light Snow/Rain,0.32,0.76,8,57,65,Sedang,Sangat Tinggi
2012-01-11,Spring,1,Jan,14,0,Wed,1,Light Snow/Rain,0.32,0.81,3,70,73,Sedang,Sangat Tinggi
2012-01-11,Spring,1,Jan,15,0,Wed,1,Misty/Cloudy,0.34,0.87,6,73,79,Sedang,Sangat Tinggi
2012-01-11,Spring,1,Jan,16,0,Wed,1,Misty/Cloudy,0.34,0.87,6,112,118,Sedang,
2012-01-11,Spring,1,Jan,17,0,Wed,1,Light Snow/Rain,0.34,0.87,6,128,134,Sedang,
2012-01-11,Spring,1,Jan,18,0,Wed,1,Light Snow/Rain,0.34,0.87,2,96,98,Sedang,Sangat Tinggi
2012-01-11,Spring,1,Jan,19,0,Wed,1,Light Snow/Rain,0.32,0.93,1,92,93,Sedang,Sangat Tinggi
2012-01-11,Spring,1,Jan,20,0,Wed,1,Light Snow/Rain,0.32,0.93,2,55,57,Sedang,Sangat Tinggi
2012-01-11,Spring,1,Jan,21,0,Wed,1,Light Snow/Rain,0.34,0.87,0,29,29,Sedang,Tinggi
2012-01-11,Spring,1,Jan,22,0,Wed,1,Light Snow/Rain,0.34,0.87,0,49,49,Sedang,Sangat Tinggi
2012-01-11,Spring,1,Jan,23,0,Wed,1,Light Snow/Rain,0.34,0.87,0,9,9,Sedang,Rendah
2012-01-12,Spring,1,Jan,0,0,Thu,1,Light Snow/Rain,0.34,0.93,0,3,3,Sedang,Rendah
2012-01-12,Spring,1,Jan,1,0,Thu,1,Light Snow/Rain,0.36,0.93,0,3,3,Sedang,Rendah
2012-01-12,Spring,1,Jan,2,0,Thu,1,Light Snow/Rain,0.36,0.93,1,1,2,Sedang,Rendah
2012-01-12,Spring,1,Jan,3,0,Thu,1,Light Snow/Rain,0.36,0.93,0,3,3,Sedang,Rendah
2012-01-12,Spring,1,Jan,4,0,Thu,1,Light Snow/Rain,0.36,0.93,0,2,2,Sedang,Rendah
2012-01-12,Spring,1,Jan,5,0,Thu,1,Light Snow/Rain,0.34,0.93,0,16,16,Sedang,Sedang
2012-01-12,Spring,1,Jan,6,0,Thu,1,Light Snow/Rain,0.36,0.93,1,88,89,Sedang,Sangat Tinggi
2012-01-12,Spring,1,Jan,7,0,Thu,1,Misty/Cloudy,0.34,0.87,2,218,220,Sedang,
2012-01-12,Spring,1,Jan,8,0,Thu,1,Clear/Partly Cloudy,0.32,0.81,11,497,508,Sedang,
2012-01-12,Spring,1,Jan,9,0,Thu,1,Clear/Partly Cloudy,0.32,0.81,10,220,230,Sedang,
2012-01-12,Spring,1,Jan,10,0,Thu,1,Clear/Partly Cloudy,0.34,0.81,6,84,90,Sedang,Sangat Tinggi
2012-01-12,Spring,1,Jan,11,0,Thu,1,Misty/Cloudy,0.34,0.81,18,101,119,Sedang,
2012-01-12,Spring,1,Jan,12,0,Thu,1,Misty/Cloudy,0.34,0.81,14,130,144,Sedang,
2012-01-12,Spring,1,Jan,13,0,Thu,1,Clear/Partly Cloudy,0.42,0.77,13,170,183,Sedang,
2012-01-12,Spring,1,Jan,14,0,Thu,1,Clear/Partly Cloudy,0.42,0.77,24,132,156,Sedang,
2012-01-12,Spring,1,Jan,15,0,Thu,1,Clear/Partly Cloudy,0.44,0.72,32,156,188,Sedang,
2012-01-12,Spring,1,Jan,16,0,Thu,1,Clear/Partly Cloudy,0.46,0.67,33,248,281,Sedang,
2012-01-12,Spring,1,Jan,17,0,Thu,1,Clear/Partly Cloudy,0.46,0.63,23,472,495,Sedang,
2012-01-12,Spring,1,Jan,18,0,Thu,1,Clear/Partly Cloudy,0.44,0.67,22,399,421,Sedang,
2012-01-12,Spring,1,Jan,19,0,Thu,1,Misty/Cloudy,0.42,0.71,17,313,330,Sedang,
2012-01-12,Spring,1,Jan,20,0,Thu,1,Misty/Cloudy,0.42,0.71,11,229,240,Sedang,
2012-01-12,Spring,1,Jan,21,0,Thu,1,Clear/Partly Cloudy,0.44,0.67,12,162,174,Sedang,
2012-01-12,Spring,1,Jan,22,0,Thu,1,Clear/Partly Cloudy,0.38,0.76,12,121,133,Sedang,
2012-01-12,Spring,1,Jan,23,0,Thu,1,Clear/Partly Cloudy,0.4,0.76,7,60,67,Sedang,Sangat Tinggi
2012-01-13,Spring,1,Jan,0,0,Fri,1,Misty/Cloudy,0.4,0.71,4,38,42,Sedang,Sangat Tinggi
2012-01-13,Spring,1,Jan,1,0,Fri,1,Misty/Cloudy,0.38,0.76,0,12,12,Sedang,Sedang
2012-01-13,Spring,1,Jan,2,0,Fri,1,Clear/Partly Cloudy,0.4,0.76,1,13,14,Sedang,Sedang
2012-01-13,Spring,1,Jan,3,0,Fri,1,Clear/Partly Cloudy,0.36,0.87,3,4,7,Sedang,Rendah
2012-01-13,Spring,1,Jan,4,0,Fri,1,Light Snow/Rain,0.32,0.7,1,2,3,Sedang,Rendah
2012-01-13,Spring,1,Jan,5,0,Fri,1,Misty/Cloudy,0.3,0.7,0,21,21,Dingin,Tinggi
2012-01-13,Spring,1,Jan,6,0,Fri,1,Misty/Cloudy,0.26,0.75,2,71,73,Dingin,Sangat Tinggi
2012-01-13,Spring,1,Jan,7,0,Fri,1,Clear/Partly Cloudy,0.26,0.6,3,174,177,Dingin,
2012-01-13,Spring,1,Jan,8,0,Fri,1,Clear/Partly Cloudy,0.24,0.52,11,408,419,Dingin,
2012-01-13,Spring,1,Jan,9,0,Fri,1,Clear/Partly Cloudy,0.22,0.47,10,204,214,Dingin,
2012-01-13,Spring,1,Jan,10,0,Fri,1,Clear/Partly Cloudy,0.24,0.44,2,101,103,Dingin,
2012-01-13,Spring,1,Jan,11,0,Fri,1,Clear/Partly Cloudy,0.24,0.38,12,102,114,Dingin,
2012-01-13,Spring,1,Jan,12,0,Fri,1,Clear/Partly Cloudy,0.24,0.38,14,140,154,Dingin,
2012-01-13,Spring,1,Jan,13,0,Fri,1,Clear/Partly Cloudy,0.26,0.33,14,140,154,Dingin,
2012-01-13,Spring,1,Jan,14,0,Fri,1,Clear/Partly Cloudy,0.26,0.33,10,119,129,Dingin,
2012-01-13,Spring,1,Jan,15,0,Fri,1,Clear/Partly Cloudy,0.26,0.33,15,123,138,Dingin,
2012-01-13,Spring,1,Jan,16,0,Fri,1,Clear/Partly Cloudy,0.28,0.3,18,215,233,Dingin,
2012-01-13,Spring,1,Jan,17,0,Fri,1,Clear/Partly Cloudy,0.28,0.33,15,317,332,Dingin,
2012-01-13,Spring,1,Jan,18,0,Fri,1,Clear/Partly Cloudy,0.26,0.38,7,294,301,Dingin,
2012-01-13,Spring,1,Jan,19,0,Fri,1,Clear/Partly Cloudy,0.26,0.38,7,199,206,Dingin,
2012-01-13,Spring,1,Jan,20,0,Fri,1,Clear/Partly Cloudy,0.24,0.41,6,130,136,Dingin,
2012-01-13,Spring,1,Jan,21,0,Fri,1,Clear/Partly Cloudy,0.24,0.41,7,95,102,Dingin,
2012-01-13,Spring,1,Jan,22,0,Fri,1,Clear/Partly Cloudy,0.2,0.47,7,58,65,Dingin,Sangat Tinggi
2012-01-13,Spring,1,Jan,23,0,Fri,1,Clear/Partly Cloudy,0.18,0.47,5,60,65,Dingin,Sangat Tinggi
2012-01-14,Spring,1,Jan,0,0,Sat,0,Clear/Partly Cloudy,0.16,0.47,2,42,44,Dingin,Sangat Tinggi
2012-01-14,Spring,1,Jan,1,0,Sat,0,Clear/Partly Cloudy,0.16,0.47,6,44,50,Dingin,Sangat Tinggi
2012-01-14,Spring,1,Jan,2,0,Sat,0,Clear/Partly Cloudy,0.16,0.47,6,32,38,Dingin,Sangat Tinggi
2012-01-14,Spring,1,Jan,3,0,Sat,0,Clear/Partly Cloudy,0.14,0.54,6,14,20,Dingin,Sedang
2012-01-14,Spring,1,Jan,4,0,Sat,0,Clear/Partly Cloudy,0.14,0.5,0,3,3,Dingin,Rendah
2012-01-14,Spring,1,Jan,5,0,Sat,0,Clear/Partly Cloudy,0.14,0.5,0,4,4,Dingin,Rendah
2012-01-14,Spring,1,Jan,6,0,Sat,0,Clear/Partly Cloudy,0.14,0.5,0,5,5,Dingin,Rendah
2012-01-14,Spring,1,Jan,7,0,Sat,0,Clear/Partly Cloudy,0.14,0.5,0,24,24,Dingin,Tinggi
2012-01-14,Spring,1,Jan,8,0,Sat,0,Clear/Partly Cloudy,0.12,0.54,3,89,92,Dingin,Sangat Tinggi
2012-01-14,Spring,1,Jan,9,0,Sat,0,Clear/Partly Cloudy,0.14,0.5,3,78,81,Dingin,Sangat Tinggi
2012-01-14,Spring,1,Jan,10,0,Sat,0,Clear/Partly Cloudy,0.16,0.47,14,135,149,Dingin,
2012-01-14,Spring,1,Jan,11,0,Sat,0,Clear/Partly Cloudy,0.2,0.4,28,150,178,Dingin,
2012-01-14,Spring,1,Jan,12,0,Sat,0,Clear/Partly Cloudy,0.22,0.41,30,189,219,Dingin,
2012-01-14,Spring,1,Jan,13,0,Sat,0,Clear/Partly Cloudy,0.22,0.44,38,182,220,Dingin,
2012-01-14,Spring,1,Jan,14,0,Sat,0,Clear/Partly Cloudy,0.24,0.41,52,179,231,Dingin,
2012-01-14,Spring,1,Jan,15,0,Sat,0,Clear/Partly Cloudy,0.24,0.38,49,177,226,Dingin,
2012-01-14,Spring,1,Jan,16,0,Sat,0,Clear/Partly Cloudy,0.24,0.38,28,178,206,Dingin,
2012-01-14,Spring,1,Jan,17,0,Sat,0,Clear/Partly Cloudy,0.24,0.41,15,129,144,Dingin,
2012-01-14,Spring,1,Jan,18,0,Sat,0,Clear/Partly Cloudy,0.22,0.41,21,122,143,Dingin,
2012-01-14,Spring,1,Jan,19,0,Sat,0,Clear/Partly Cloudy,0.2,0.47,12,90,102,Dingin,
2012-01-14,Spring,1,Jan,20,0,Sat,0,Clear/Partly Cloudy,0.2,0.44,8,95,103,Dingin,
2012-01-14,Spring,1,Jan,21,0,Sat,0,Clear/Partly Cloudy,0.18,0.43,3,66,69,Dingin,Sangat Tinggi
2012-01-14,Spring,1,Jan,22,0,Sat,0,Clear/Partly Cloudy,0.16,0.47,4,62,66,Dingin,Sangat Tinggi
2012-01-14,Spring,1,Jan,23,0,Sat,0,Clear/Partly Cloudy,0.16,0.47,5,71,76,Dingin,Sangat Tinggi
2012-01-15,Spring,1,Jan,0,0,Sun,0,Clear/Partly Cloudy,0.16,0.47,9,50,59,Dingin,Sangat Tinggi
2012-01-15,Spring,1,Jan,1,0,Sun,0,Misty/Cloudy,0.16,0.47,2,40,42,Dingin,Sangat Tinggi
2012-01-15,Spring,1,Jan,2,0,Sun,0,Misty/Cloudy,0.16,0.47,5,38,43,Dingin,Sangat Tinggi
2012-01-15,Spring,1,Jan,3,0,Sun,0,Misty/Cloudy,0.16,0.48,1,24,25,Dingin,Tinggi
2012-01-15,Spring,1,Jan,4,0,Sun,0,Misty/Cloudy,0.16,0.47,1,5,6,Dingin,Rendah
2012-01-15,Spring,1,Jan,5,0,Sun,0,Misty/Cloudy,0.16,0.47,0,5,5,Dingin,Rendah
2012-01-15,Spring,1,Jan,6,0,Sun,0,Misty/Cloudy,0.14,0.5,1,7,8,Dingin,Rendah
2012-01-15,Spring,1,Jan,7,0,Sun,0,Clear/Partly Cloudy,0.12,0.54,3,14,17,Dingin,Sedang
2012-01-15,Spring,1,Jan,8,0,Sun,0,Clear/Partly Cloudy,0.12,0.54,2,34,36,Dingin,Sangat Tinggi
2012-01-15,Spring,1,Jan,9,0,Sun,0,Clear/Partly Cloudy,0.12,0.54,10,80,90,Dingin,Sangat Tinggi
2012-01-15,Spring,1,Jan,10,0,Sun,0,Clear/Partly Cloudy,0.14,0.54,11,115,126,Dingin,
2012-01-15,Spring,1,Jan,11,0,Sun,0,Clear/Partly Cloudy,0.16,0.47,21,144,165,Dingin,
2012-01-15,Spring,1,Jan,12,0,Sun,0,Clear/Partly Cloudy,0.18,0.4,42,192,234,Dingin,
2012-01-15,Spring,1,Jan,13,0,Sun,0,Clear/Partly Cloudy,0.2,0.34,40,184,224,Dingin,
2012-01-15,Spring,1,Jan,14,0,Sun,0,Clear/Partly Cloudy,0.2,0.32,25,163,188,Dingin,
2012-01-15,Spring,1,Jan,15,0,Sun,0,Clear/Partly Cloudy,0.22,0.27,33,173,206,Dingin,
2012-01-15,Spring,1,Jan,16,0,Sun,0,Clear/Partly Cloudy,0.22,0.29,31,174,205,Dingin,
2012-01-15,Spring,1,Jan,17,0,Sun,0,Clear/Partly Cloudy,0.22,0.25,15,131,146,Dingin,
2012-01-15,Spring,1,Jan,18,0,Sun,0,Clear/Partly Cloudy,0.18,0.29,7,113,120,Dingin,
2012-01-15,Spring,1,Jan,19,0,Sun,0,Clear/Partly Cloudy,0.16,0.37,9,101,110,Dingin,
2012-01-15,Spring,1,Jan,20,0,Sun,0,Clear/Partly Cloudy,0.16,0.37,10,85,95,Dingin,Sangat Tinggi
2012-01-15,Spring,1,Jan,21,0,Sun,0,Clear/Partly Cloudy,0.16,0.4,1,71,72,Dingin,Sangat Tinggi
2012-01-15,Spring,1,Jan,22,0,Sun,0,Clear/Partly Cloudy,0.18,0.37,2,58,60,Dingin,Sangat Tinggi
2012-01-15,Spring,1,Jan,23,0,Sun,0,Clear/Partly Cloudy,0.16,0.43,3,26,29,Dingin,Tinggi
2012-01-16,Spring,1,Jan,0,1,Mon,0,Clear/Partly Cloudy,0.14,0.46,2,23,25,Dingin,Tinggi
2012-01-16,Spring,1,Jan,1,1,Mon,0,Clear/Partly Cloudy,0.14,0.43,2,18,20,Dingin,Sedang
2012-01-16,Spring,1,Jan,2,1,Mon,0,Clear/Partly Cloudy,0.14,0.46,3,14,17,Dingin,Sedang
2012-01-16,Spring,1,Jan,3,1,Mon,0,Clear/Partly Cloudy,0.12,0.5,0,3,3,Dingin,Rendah
2012-01-16,Spring,1,Jan,4,1,Mon,0,Clear/Partly Cloudy,0.12,0.58,2,6,8,Dingin,Rendah
2012-01-16,Spring,1,Jan,5,1,Mon,0,Clear/Partly Cloudy,0.12,0.54,1,5,6,Dingin,Rendah
2012-01-16,Spring,1,Jan,6,1,Mon,0,Clear/Partly Cloudy,0.1,0.54,0,13,13,Dingin,Sedang
2012-01-16,Spring,1,Jan,7,1,Mon,0,Clear/Partly Cloudy,0.1,0.54,5,28,33,Dingin,Sangat Tinggi
2012-01-16,Spring,1,Jan,8,1,Mon,0,Clear/Partly Cloudy,0.1,0.58,3,75,78,Dingin,Sangat Tinggi
2012-01-16,Spring,1,Jan,9,1,Mon,0,Clear/Partly Cloudy,0.1,0.58,7,89,96,Dingin,Sangat Tinggi
2012-01-16,Spring,1,Jan,10,1,Mon,0,Misty/Cloudy,0.14,0.59,19,107,126,Dingin,
2012-01-16,Spring,1,Jan,11,1,Mon,0,Clear/Partly Cloudy,0.16,0.59,21,158,179,Dingin,
2012-01-16,Spring,1,Jan,12,1,Mon,0,Clear/Partly Cloudy,0.2,0.55,20,165,185,Dingin,
2012-01-16,Spring,1,Jan,13,1,Mon,0,Misty/Cloudy,0.24,0.41,26,202,228,Dingin,
2012-01-16,Spring,1,Jan,14,1,Mon,0,Clear/Partly Cloudy,0.24,0.44,23,158,181,Dingin,
2012-01-16,Spring,1,Jan,15,1,Mon,0,Clear/Partly Cloudy,0.26,0.44,17,175,192,Dingin,
2012-01-16,Spring,1,Jan,16,1,Mon,0,Clear/Partly Cloudy,0.26,0.44,22,158,180,Dingin,
2012-01-16,Spring,1,Jan,17,1,Mon,0,Clear/Partly Cloudy,0.26,0.48,19,174,193,Dingin,
2012-01-16,Spring,1,Jan,18,1,Mon,0,Clear/Partly Cloudy,0.26,0.52,6,175,181,Dingin,
2012-01-16,Spring,1,Jan,19,1,Mon,0,Clear/Partly Cloudy,0.26,0.56,10,134,144,Dingin,
2012-01-16,Spring,1,Jan,20,1,Mon,0,Clear/Partly Cloudy,0.26,0.6,2,88,90,Dingin,Sangat Tinggi
2012-01-16,Spring,1,Jan,21,1,Mon,0,Clear/Partly Cloudy,0.28,0.52,3,46,49,Dingin,Sangat Tinggi
2012-01-16,Spring,1,Jan,22,1,Mon,0,Misty/Cloudy,0.3,0.49,4,39,43,Dingin,Sangat Tinggi
2012-01-16,Spring,1,Jan,23,1,Mon,0,Light Snow/Rain,0.26,0.7,0,28,28,Dingin,Tinggi
2012-01-17,Spring,1,Jan,0,0,Tue,1,Misty/Cloudy,0.26,0.7,0,12,12,Dingin,Sedang
2012-01-17,Spring,1,Jan,1,0,Tue,1,Misty/Cloudy,0.28,0.65,0,2,2,Dingin,Rendah
2012-01-17,Spring,1,Jan,2,0,Tue,1,Light Snow/Rain,0.28,0.75,0,12,12,Dingin,Sedang
2012-01-17,Spring,1,Jan,4,0,Tue,1,Light Snow/Rain,0.32,0.66,0,2,2,Sedang,Rendah
2012-01-17,Spring,1,Jan,5,0,Tue,1,Light Snow/Rain,0.32,0.66,0,13,13,Sedang,Sedang
2012-01-17,Spring,1,Jan,6,0,Tue,1,Light Snow/Rain,0.3,0.75,0,57,57,Dingin,Sangat Tinggi
2012-01-17,Spring,1,Jan,7,0,Tue,1,Light Snow/Rain,0.3,0.81,5,121,126,Dingin,
2012-01-17,Spring,1,Jan,8,0,Tue,1,Light Snow/Rain,0.3,0.81,3,90,93,Dingin,Sangat Tinggi
2012-01-17,Spring,1,Jan,9,0,Tue,1,Light Snow/Rain,0.32,0.81,7,61,68,Sedang,Sangat Tinggi
2012-01-17,Spring,1,Jan,10,0,Tue,1,Light Snow/Rain,0.3,0.87,1,61,62,Dingin,Sangat Tinggi
2012-01-17,Spring,1,Jan,11,0,Tue,1,Misty/Cloudy,0.34,0.87,2,73,75,Sedang,Sangat Tinggi
2012-01-17,Spring,1,Jan,12,0,Tue,1,Misty/Cloudy,0.32,0.87,3,83,86,Sedang,Sangat Tinggi
2012-01-17,Spring,1,Jan,13,0,Tue,1,Misty/Cloudy,0.38,0.76,8,95,103,Sedang,
2012-01-17,Spring,1,Jan,14,0,Tue,1,Clear/Partly Cloudy,0.44,0.62,12,120,132,Sedang,
2012-01-17,Spring,1,Jan,15,0,Tue,1,Clear/Partly Cloudy,0.44,0.62,6,123,129,Sedang,
2012-01-17,Spring,1,Jan,16,0,Tue,1,Clear/Partly Cloudy,0.46,0.63,14,205,219,Sedang,
2012-01-17,Spring,1,Jan,17,0,Tue,1,Clear/Partly Cloudy,0.46,0.63,20,442,462,Sedang,
2012-01-17,Spring,1,Jan,18,0,Tue,1,Clear/Partly Cloudy,0.46,0.63,12,451,463,Sedang,
2012-01-17,Spring,1,Jan,19,0,Tue,1,Clear/Partly Cloudy,0.46,0.63,11,297,308,Sedang,
2012-01-17,Spring,1,Jan,20,0,Tue,1,Clear/Partly Cloudy,0.46,0.63,11,169,180,Sedang,
2012-01-17,Spring,1,Jan,21,0,Tue,1,Clear/Partly Cloudy,0.46,0.67,6,174,180,Sedang,
2012-01-17,Spring,1,Jan,22,0,Tue,1,Clear/Partly Cloudy,0.46,0.72,5,85,90,Sedang,Sangat Tinggi
2012-01-17,Spring,1,Jan,23,0,Tue,1,Clear/Partly Cloudy,0.46,0.72,1,60,61,Sedang,Sangat Tinggi
2012-01-18,Spring,1,Jan,0,0,Wed,1,Misty/Cloudy,0.46,0.77,3,14,17,Sedang,Sedang
2012-01-18,Spring,1,Jan,1,0,Wed,1,Misty/Cloudy,0.46,0.77,0,10,10,Sedang,Rendah
2012-01-18,Spring,1,Jan,2,0,Wed,1,Misty/Cloudy,0.44,0.51,1,1,2,Sedang,Rendah
2012-01-18,Spring,1,Jan,3,0,Wed,1,Misty/Cloudy,0.44,0.51,1,3,4,Sedang,Rendah
2012-01-18,Spring,1,Jan,4,0,Wed,1,Clear/Partly Cloudy,0.34,0.46,0,1,1,Sedang,Rendah
2012-01-18,Spring,1,Jan,5,0,Wed,1,Clear/Partly Cloudy,0.34,0.46,0,29,29,Sedang,Tinggi
2012-01-18,Spring,1,Jan,6,0,Wed,1,Clear/Partly Cloudy,0.34,0.36,0,88,88,Sedang,Sangat Tinggi
2012-01-18,Spring,1,Jan,7,0,Wed,1,Clear/Partly Cloudy,0.32,0.42,1,262,263,Sedang,
2012-01-18,Spring,1,Jan,8,0,Wed,1,Clear/Partly Cloudy,0.3,0.52,15,474,489,Dingin,
2012-01-18,Spring,1,Jan,9,0,Wed,1,Clear/Partly Cloudy,0.28,0.52,6,196,202,Dingin,
2012-01-18,Spring,1,Jan,10,0,Wed,1,Clear/Partly Cloudy,0.3,0.42,5,88,93,Dingin,Sangat Tinggi
2012-01-18,Spring,1,Jan,11,0,Wed,1,Clear/Partly Cloudy,0.3,0.42,4,110,114,Dingin,
2012-01-18,Spring,1,Jan,12,0,Wed,1,Clear/Partly Cloudy,0.3,0.39,6,155,161,Dingin,
2012-01-18,Spring,1,Jan,13,0,Wed,1,Clear/Partly Cloudy,0.3,0.42,6,124,130,Dingin,
2012-01-18,Spring,1,Jan,14,0,Wed,1,Clear/Partly Cloudy,0.3,0.33,7,98,105,Dingin,
2012-01-18,Spring,1,Jan,15,0,Wed,1,Clear/Partly Cloudy,0.3,0.33,8,122,130,Dingin,
2012-01-18,Spring,1,Jan,16,0,Wed,1,Clear/Partly Cloudy,0.28,0.3,13,163,176,Dingin,
2012-01-18,Spring,1,Jan,17,0,Wed,1,Clear/Partly Cloudy,0.26,0.33,8,338,346,Dingin,
2012-01-18,Spring,1,Jan,18,0,Wed,1,Clear/Partly Cloudy,0.24,0.32,8,347,355,Dingin,
2012-01-18,Spring,1,Jan,19,0,Wed,1,Clear/Partly Cloudy,0.22,0.37,5,251,256,Dingin,
2012-01-18,Spring,1,Jan,20,0,Wed,1,Clear/Partly Cloudy,0.22,0.37,1,164,165,Dingin,
2012-01-18,Spring,1,Jan,21,0,Wed,1,Clear/Partly Cloudy,0.2,0.4,5,119,124,Dingin,
2012-01-18,Spring,1,Jan,22,0,Wed,1,Clear/Partly Cloudy,0.18,0.47,4,74,78,Dingin,Sangat Tinggi
2012-01-18,Spring,1,Jan,23,0,Wed,1,Clear/Partly Cloudy,0.16,0.47,2,36,38,Dingin,Sangat Tinggi
2012-01-19,Spring,1,Jan,0,0,Thu,1,Clear/Partly Cloudy,0.14,0.5,0,16,16,Dingin,Sedang
2012-01-19,Spring,1,Jan,1,0,Thu,1,Clear/Partly Cloudy,0.14,0.5,0,5,5,Dingin,Rendah
2012-01-19,Spring,1,Jan,2,0,Thu,1,Clear/Partly Cloudy,0.14,0.5,0,3,3,Dingin,Rendah
2012-01-19,Spring,1,Jan,3,0,Thu,1,Clear/Partly Cloudy,0.12,0.54,0,4,4,Dingin,Rendah
2012-01-19,Spring,1,Jan,4,0,Thu,1,Clear/Partly Cloudy,0.12,0.54,0,1,1,Dingin,Rendah
2012-01-19,Spring,1,Jan,5,0,Thu,1,Clear/Partly Cloudy,0.12,0.55,0,19,19,Dingin,Sedang
2012-01-19,Spring,1,Jan,6,0,Thu,1,Clear/Partly Cloudy,0.12,0.54,0,86,86,Dingin,Sangat Tinggi
2012-01-19,Spring,1,Jan,7,0,Thu,1,Clear/Partly Cloudy,0.12,0.54,2,204,206,Dingin,
2012-01-19,Spring,1,Jan,8,0,Thu,1,Clear/Partly Cloudy,0.12,0.54,9,414,423,Dingin,
2012-01-19,Spring,1,Jan,9,0,Thu,1,Clear/Partly Cloudy,0.12,0.54,6,204,210,Dingin,
2012-01-19,Spring,1,Jan,10,0,Thu,1,Clear/Partly Cloudy,0.14,0.59,10,98,108,Dingin,
2012-01-19,Spring,1,Jan,11,0,Thu,1,Clear/Partly Cloudy,0.16,0.55,6,93,99,Dingin,Sangat Tinggi
2012-01-19,Spring,1,Jan,12,0,Thu,1,Clear/Partly Cloudy,0.2,0.51,5,106,111,Dingin,
2012-01-19,Spring,1,Jan,13,0,Thu,1,Clear/Partly Cloudy,0.22,0.47,6,118,124,Dingin,
2012-01-19,Spring,1,Jan,14,0,Thu,1,Clear/Partly Cloudy,0.24,0.44,15,104,119,Dingin,
2012-01-19,Spring,1,Jan,15,0,Thu,1,Clear/Partly Cloudy,0.26,0.44,9,118,127,Dingin,
2012-01-19,Spring,1,Jan,16,0,Thu,1,Clear/Partly Cloudy,0.26,0.41,8,185,193,Dingin,
2012-01-19,Spring,1,Jan,17,0,Thu,1,Misty/Cloudy,0.26,0.44,21,364,385,Dingin,
2012-01-19,Spring,1,Jan,18,0,Thu,1,Misty/Cloudy,0.26,0.44,16,345,361,Dingin,
2012-01-19,Spring,1,Jan,19,0,Thu,1,Misty/Cloudy,0.26,0.48,5,229,234,Dingin,
2012-01-19,Spring,1,Jan,20,0,Thu,1,Clear/Partly Cloudy,0.26,0.52,7,184,191,Dingin,
2012-01-19,Spring,1,Jan,21,0,Thu,1,Clear/Partly Cloudy,0.26,0.44,4,117,121,Dingin,
2012-01-19,Spring,1,Jan,22,0,Thu,1,Misty/Cloudy,0.26,0.44,0,90,90,Dingin,Sangat Tinggi
2012-01-19,Spring,1,Jan,23,0,Thu,1,Clear/Partly Cloudy,0.26,0.48,1,55,56,Dingin,Sangat Tinggi
2012-01-20,Spring,1,Jan,0,0,Fri,1,Misty/Cloudy,0.26,0.48,3,24,27,Dingin,Tinggi
2012-01-20,Spring,1,Jan,1,0,Fri,1,Clear/Partly Cloudy,0.26,0.48,0,15,15,Dingin,Sedang
2012-01-20,Spring,1,Jan,2,0,Fri,1,Clear/Partly Cloudy,0.26,0.48,0,11,11,Dingin,Sedang
2012-01-20,Spring,1,Jan,3,0,Fri,1,Clear/Partly Cloudy,0.24,0.52,0,4,4,Dingin,Rendah
2012-01-20,Spring,1,Jan,4,0,Fri,1,Clear/Partly Cloudy,0.22,0.6,0,3,3,Dingin,Rendah
